true_x,true_y,pred_x,pred_y
"[42.53333333333333, 45.6, 0.0, 45.06666666666667, 47.2, 49.2, 47.6, 46.266666666666666, 45.6, 45.86666666666667, 49.86666666666667, 49.06666666666667, 49.86666666666667, 0.0, 42, 0.0, 43.06666666666667]","[42.654028436018955, 40.99526066350711, 0.0, 52.60663507109005, 44.312796208530806, 54.502369668246445, 60.18957345971564, 55.21327014218009, 66.58767772511848, 75.11848341232228, 56.872037914691944, 67.53554502369668, 75.11848341232228, 0.0, 41.70616113744076, 0.0, 40.04739336492891]","[41.92708333333333, 45.46875, 0.0, 44.947916666666664, 47.34375, 49.53125, 47.552083333333336, 47.39583333333333, 45.625, 45.677083333333336, 49.583333333333336, 49.21875, 49.947916666666664, 0.0, 43.4375, 0.0, 0.0]","[41.94444444444444, 43.98148148148148, 0.0, 53.51851851851852, 43.7037037037037, 53.333333333333336, 58.51851851851851, 57.68518518518518, 66.20370370370371, 75.46296296296296, 58.05555555555556, 67.22222222222223, 74.72222222222223, 0.0, 39.907407407407405, 0.0, 0.0]"
"[50.41436464088398, 49.447513812154696, 48.89502762430939, 49.58563535911602, 51.93370165745856, 52.348066298342545, 51.24309392265194, 49.58563535911602, 49.72375690607735, 50, 51.65745856353591, 51.51933701657459, 51.51933701657459, 50.13812154696133, 50.552486187845304, 49.58563535911602, 51.10497237569061]","[36.11793611793612, 37.83783783783784, 41.03194103194103, 40.04914004914005, 37.83783783783784, 40.78624078624079, 39.8034398034398, 44.47174447174447, 49.385749385749385, 53.562653562653566, 44.22604422604422, 48.894348894348894, 53.562653562653566, 35.62653562653563, 35.38083538083538, 35.38083538083538, 35.38083538083538]","[50.15625, 50.10416666666667, 50.05208333333333, 50.15625, 50.208333333333336, 50.416666666666664, 50.31250000000001, 50.05208333333333, 50.15625, 50.208333333333336, 50.31250000000001, 50.416666666666664, 50.15625, 50.15625, 50.15625, 50.15625, 0.0]","[37.5, 38.611111111111114, 40.925925925925924, 41.574074074074076, 38.24074074074074, 40.74074074074074, 41.11111111111111, 42.87037037037037, 46.94444444444444, 50.55555555555556, 42.5, 47.5, 37.03703703703704, 37.407407407407405, 37.22222222222222, 37.77777777777778, 0.0]"
"[53.06666666666667, 51.86666666666667, 51.2, 52.53333333333333, 54.53333333333333, 54.666666666666664, 54.266666666666666, 52.53333333333333, 52.266666666666666, 52.53333333333333, 53.46666666666667, 53.733333333333334, 53.733333333333334, 52.666666666666664, 53.2, 52.4, 53.6]","[49.052132701421804, 50.947867298578196, 54.73933649289099, 54.73933649289099, 50.71090047393365, 55.45023696682465, 57.81990521327014, 60.18957345971564, 62.55924170616114, 66.11374407582939, 60.18957345971564, 62.55924170616114, 65.87677725118483, 48.34123222748815, 48.34123222748815, 48.81516587677725, 48.81516587677725]","[52.708333333333336, 52.604166666666664, 52.44791666666667, 52.604166666666664, 53.02083333333333, 54.01041666666667, 53.333333333333336, 52.65625000000001, 52.65625000000001, 52.65625000000001, 53.125, 52.96875, 52.864583333333336, 52.708333333333336, 52.708333333333336, 52.65625000000001, 52.81249999999999]","[50.37037037037037, 51.94444444444445, 54.25925925925926, 55.74074074074075, 51.94444444444445, 54.25925925925926, 55.46296296296296, 56.666666666666664, 60.92592592592593, 65.27777777777779, 56.666666666666664, 61.66666666666667, 66.57407407407408, 50.0, 50.0, 50.18518518518519, 50.37037037037037]"
"[31.333333333333332, 34.93333333333333, 30.533333333333335, 33.733333333333334, 33.333333333333336, 32.93333333333333, 0.0, 34.4, 34.13333333333333, 36.93333333333333, 35.86666666666667, 36, 35.86666666666667, 0.0, 0.0, 33.2, 32.4]","[50.71090047393365, 53.317535545023695, 48.34123222748815, 68.95734597156398, 56.161137440758296, 51.4218009478673, 0.0, 67.06161137440758, 75.82938388625593, 81.04265402843602, 64.92890995260663, 73.93364928909952, 78.19905213270142, 0.0, 0.0, 50, 51.65876777251185]","[31.71875, 33.958333333333336, 33.958333333333336, 33.125, 33.697916666666664, 34.375, 0.0, 34.791666666666664, 34.89583333333333, 36.614583333333336, 34.479166666666664, 34.166666666666664, 36.40625, 0.0, 0.0, 0.0, 0.0]","[51.48148148148148, 54.25925925925926, 59.25925925925925, 64.16666666666667, 54.81481481481482, 60.74074074074074, 0.0, 66.01851851851852, 74.16666666666667, 80.83333333333333, 66.20370370370371, 74.35185185185185, 81.2037037037037, 0.0, 0.0, 0.0, 0.0]"
"[47.333333333333336, 45.333333333333336, 44.8, 44.93333333333333, 49.2, 50, 50, 46.53333333333333, 46.53333333333333, 47.2, 48.666666666666664, 49.06666666666667, 48.8, 46.666666666666664, 47.733333333333334, 46.13333333333333, 48.266666666666666]","[37.91469194312796, 41.943127962085306, 47.867298578199055, 52.60663507109005, 41.23222748815166, 47.39336492890995, 51.65876777251185, 54.02843601895734, 61.84834123222749, 67.53554502369668, 54.02843601895734, 61.84834123222749, 66.35071090047393, 36.72985781990521, 36.72985781990521, 37.44075829383886, 36.72985781990521]","[47.39583333333333, 45.208333333333336, 44.79166666666667, 44.947916666666664, 49.427083333333336, 50.0, 50.10416666666667, 46.302083333333336, 46.35416666666667, 47.083333333333336, 48.489583333333336, 49.0625, 48.385416666666664, 46.979166666666664, 47.708333333333336, 46.197916666666664, 48.385416666666664]","[36.94444444444444, 41.66666666666667, 47.592592592592595, 52.22222222222223, 41.2962962962963, 46.85185185185185, 51.94444444444445, 53.333333333333336, 60.46296296296296, 67.5925925925926, 53.05555555555556, 60.55555555555555, 67.31481481481481, 36.388888888888886, 36.388888888888886, 36.851851851851855, 36.75925925925926]"
"[51.733333333333334, 49.86666666666667, 47.46666666666667, 47.46666666666667, 54.53333333333333, 54.53333333333333, 54.13333333333333, 50.93333333333333, 50.8, 50.93333333333333, 52.93333333333333, 53.86666666666667, 53.06666666666667, 50.93333333333333, 52.4, 50.266666666666666, 52.666666666666664]","[38.388625592417064, 41.46919431279621, 39.81042654028436, 34.360189573459714, 42.18009478672986, 47.6303317535545, 51.65876777251185, 53.791469194312796, 59.71563981042654, 65.40284360189574, 54.02843601895734, 60.66350710900474, 66.58767772511848, 37.677725118483416, 37.203791469194314, 38.388625592417064, 38.15165876777251]","[51.71875, 50.31250000000001, 48.072916666666664, 47.34375, 53.489583333333336, 54.6875, 54.427083333333336, 50.625, 50.260416666666664, 50.416666666666664, 52.760416666666664, 52.96875, 53.541666666666664, 51.354166666666664, 52.1875, 50.9375, 52.65625000000001]","[39.07407407407407, 41.85185185185185, 40.64814814814815, 37.870370370370374, 42.592592592592595, 47.03703703703704, 51.01851851851852, 52.59259259259259, 59.90740740740741, 66.11111111111111, 52.77777777777778, 59.90740740740741, 66.11111111111111, 37.96296296296296, 37.96296296296296, 38.05555555555556, 38.51851851851852]"
"[49.06666666666667, 47.2, 46.8, 48.93333333333333, 50.666666666666664, 51.733333333333334, 51.2, 48.8, 0.0, 0.0, 50.666666666666664, 0.0, 0.0, 48.666666666666664, 49.6, 48.13333333333333, 50.13333333333333]","[36.25592417061611, 37.91469194312796, 44.07582938388626, 45.023696682464454, 37.44075829383886, 42.89099526066351, 47.39336492890995, 48.81516587677725, 0.0, 0.0, 49.052132701421804, 0.0, 0.0, 34.834123222748815, 34.360189573459714, 35.54502369668246, 35.07109004739336]","[49.114583333333336, 47.39583333333333, 46.822916666666664, 48.125, 50.72916666666667, 51.197916666666664, 50.78125, 47.760416666666664, 0.0, 0.0, 50.31250000000001, 0.0, 0.0, 48.59375, 49.635416666666664, 47.91666666666667, 50.10416666666667]","[34.44444444444444, 38.148148148148145, 43.7037037037037, 45.64814814814815, 38.333333333333336, 43.888888888888886, 45.64814814814815, 47.77777777777778, 0.0, 0.0, 47.77777777777778, 0.0, 0.0, 33.611111111111114, 33.51851851851852, 34.074074074074076, 33.611111111111114]"
"[26.4, 23.6, 23.066666666666666, 23.466666666666665, 30.133333333333333, 31.866666666666667, 32.13333333333333, 26.666666666666668, 26.8, 27.733333333333334, 30.933333333333334, 31.066666666666666, 31.2, 25.866666666666667, 27.333333333333332, 25.2, 28.133333333333333]","[34.360189573459714, 40.04739336492891, 49.052132701421804, 54.502369668246445, 39.09952606635071, 47.6303317535545, 54.502369668246445, 59.71563981042654, 65.87677725118483, 71.80094786729858, 59.00473933649289, 64.69194312796209, 69.66824644549763, 33.175355450236964, 33.175355450236964, 33.649289099526065, 33.175355450236964]","[26.406249999999996, 24.0625, 23.385416666666668, 23.854166666666668, 30.312499999999996, 32.03125, 32.604166666666664, 26.354166666666668, 26.979166666666664, 27.552083333333332, 30.104166666666664, 30.833333333333336, 31.5625, 25.729166666666664, 27.239583333333332, 25.104166666666668, 28.229166666666668]","[33.7962962962963, 40.55555555555556, 48.24074074074074, 55.27777777777778, 39.351851851851855, 46.666666666666664, 53.24074074074075, 54.72222222222223, 63.61111111111111, 71.66666666666667, 53.888888888888886, 62.59259259259259, 70.46296296296296, 32.870370370370374, 32.592592592592595, 33.7037037037037, 32.870370370370374]"
"[58.3739837398374, 57.235772357723576, 55.1219512195122, 54.47154471544715, 61.300813008130085, 61.300813008130085, 60.65040650406504, 57.39837398373984, 57.5609756097561, 57.886178861788615, 60.16260162601626, 60.32520325203252, 60.65040650406504, 58.21138211382114, 58.699186991869915, 0.0, 60]","[45.21739130434783, 46.3768115942029, 44.927536231884055, 40.869565217391305, 49.27536231884058, 55.072463768115945, 60.869565217391305, 58.26086956521739, 66.66666666666667, 71.8840579710145, 59.42028985507246, 69.27536231884058, 74.20289855072464, 44.63768115942029, 44.63768115942029, 0.0, 44.63768115942029]","[58.802083333333336, 57.49999999999999, 55.104166666666664, 54.21875000000001, 61.04166666666667, 62.18749999999999, 61.197916666666664, 57.552083333333336, 57.604166666666664, 57.70833333333333, 59.84374999999999, 60.0, 60.3125, 58.4375, 59.47916666666667, 0.0, 60.15625]","[44.81481481481481, 47.40740740740741, 44.72222222222222, 39.25925925925926, 49.44444444444444, 54.35185185185185, 59.351851851851855, 59.074074074074076, 67.5, 72.5925925925926, 59.72222222222222, 67.5925925925926, 75.27777777777777, 43.611111111111114, 43.98148148148148, 0.0, 44.907407407407405]"
"[40.4, 37.733333333333334, 38.4, 39.46666666666667, 42.53333333333333, 44.13333333333333, 44.8, 40.4, 40.8, 40.93333333333333, 42.93333333333333, 43.46666666666667, 43.6, 40.13333333333333, 41.06666666666667, 38.666666666666664, 41.2]","[28.672985781990523, 35.07109004739336, 42.41706161137441, 48.81516587677725, 32.93838862559242, 40.04739336492891, 47.156398104265406, 47.156398104265406, 56.63507109004739, 64.69194312796209, 46.682464454976305, 56.39810426540284, 63.507109004739334, 27.251184834123222, 27.251184834123222, 28.436018957345972, 27.96208530805687]","[40.260416666666664, 38.02083333333333, 37.916666666666664, 38.90625, 42.70833333333333, 44.114583333333336, 44.895833333333336, 40.3125, 40.78125, 40.9375, 43.072916666666664, 43.28125, 42.96875, 39.739583333333336, 40.520833333333336, 38.54166666666667, 40.9375]","[27.685185185185183, 34.44444444444444, 42.129629629629626, 48.61111111111111, 32.77777777777778, 39.53703703703704, 45.74074074074074, 47.5, 56.75925925925925, 65.46296296296296, 46.574074074074076, 56.851851851851855, 64.53703703703704, 27.12962962962963, 26.574074074074073, 27.962962962962962, 27.12962962962963]"
"[51.86666666666667, 50.8, 50.4, 50.266666666666666, 52.8, 53.2, 53.333333333333336, 51.06666666666667, 51.2, 51.333333333333336, 52.4, 52.266666666666666, 52.266666666666666, 51.6, 52, 51.333333333333336, 52.266666666666666]","[56.63507109004739, 57.58293838862559, 60.426540284360186, 62.55924170616114, 57.58293838862559, 60.426540284360186, 62.322274881516584, 63.74407582938389, 66.35071090047393, 68.72037914691943, 63.74407582938389, 66.58767772511848, 68.95734597156398, 56.39810426540284, 56.39810426540284, 56.161137440758296, 55.92417061611374]","[52.29166666666667, 52.03124999999999, 51.71875, 52.03124999999999, 52.39583333333333, 52.44791666666667, 52.23958333333333, 52.135416666666664, 52.083333333333336, 52.23958333333333, 52.34375, 52.44791666666667, 52.29166666666667, 52.1875, 52.29166666666667, 52.23958333333333, 52.39583333333333]","[57.77777777777777, 58.51851851851851, 59.72222222222222, 60.74074074074074, 58.51851851851851, 59.44444444444444, 60.0, 61.57407407407407, 64.81481481481481, 67.96296296296296, 61.66666666666667, 64.35185185185185, 68.05555555555556, 57.407407407407405, 57.68518518518518, 57.68518518518518, 57.49999999999999]"
"[48.53333333333333, 47.86666666666667, 46.266666666666666, 44.93333333333333, 51.46666666666667, 52.266666666666666, 51.06666666666667, 46.266666666666666, 45.46666666666667, 44.93333333333333, 48.666666666666664, 48.666666666666664, 48.53333333333333, 48.4, 49.2, 0.0, 50.666666666666664]","[36.018957345971565, 38.388625592417064, 45.26066350710901, 50.4739336492891, 39.81042654028436, 48.5781990521327, 55.21327014218009, 52.3696682464455, 58.53080568720379, 64.69194312796209, 54.502369668246445, 60.18957345971564, 66.58767772511848, 34.360189573459714, 35.07109004739336, 0.0, 35.07109004739336]","[48.4375, 47.708333333333336, 45.83333333333333, 45.104166666666664, 52.03124999999999, 52.29166666666667, 51.61458333333333, 46.875, 45.46875, 44.947916666666664, 49.53125, 48.854166666666664, 47.96875, 48.229166666666664, 49.21875, 0.0, 0.0]","[34.53703703703704, 38.51851851851852, 44.44444444444444, 49.907407407407405, 40.18518518518518, 47.22222222222222, 54.074074074074076, 51.20370370370371, 59.81481481481481, 65.46296296296296, 52.77777777777778, 61.29629629629629, 67.96296296296296, 33.51851851851852, 33.7037037037037, 0.0, 0.0]"
"[48.266666666666666, 44.8, 43.733333333333334, 42.666666666666664, 48.93333333333333, 49.06666666666667, 49.333333333333336, 44.4, 44.53333333333333, 44, 47.86666666666667, 46.93333333333333, 46.266666666666666, 47.86666666666667, 48.53333333333333, 0.0, 0.0]","[35.54502369668246, 38.86255924170616, 45.7345971563981, 50.4739336492891, 38.388625592417064, 45.497630331753555, 48.81516587677725, 49.5260663507109, 58.53080568720379, 64.21800947867298, 49.76303317535545, 58.29383886255924, 63.74407582938389, 34.834123222748815, 34.834123222748815, 0.0, 0.0]","[48.385416666666664, 45.260416666666664, 43.4375, 42.864583333333336, 48.95833333333333, 49.583333333333336, 49.375, 45.208333333333336, 44.53125, 44.114583333333336, 47.34375, 46.822916666666664, 46.09375, 47.864583333333336, 48.802083333333336, 0.0, 0.0]","[35.27777777777778, 38.88888888888889, 43.98148148148148, 48.98148148148148, 39.53703703703704, 44.81481481481481, 49.351851851851855, 49.72222222222222, 57.49999999999999, 63.33333333333333, 50.09259259259259, 57.870370370370374, 63.05555555555556, 33.98148148148148, 34.074074074074076, 0.0, 0.0]"
"[51.17302052785924, 49.12023460410557, 46.774193548387096, 49.56011730205279, 51.90615835777126, 52.93255131964809, 52.93255131964809, 48.240469208211145, 48.68035190615836, 48.82697947214076, 52.34604105571847, 52.34604105571847, 51.90615835777126, 50.87976539589443, 51.759530791788855, 50, 0.0]","[34.46475195822455, 38.1201044386423, 43.08093994778068, 46.73629242819843, 38.64229765013055, 44.38642297650131, 47.51958224543081, 49.869451697127936, 58.224543080939945, 65.27415143603133, 50.391644908616186, 56.91906005221932, 64.49086161879896, 33.420365535248045, 33.68146214099217, 33.68146214099217, 0.0]","[51.45833333333333, 48.802083333333336, 47.239583333333336, 49.895833333333336, 52.44791666666667, 52.760416666666664, 52.864583333333336, 49.583333333333336, 49.0625, 48.645833333333336, 51.87500000000001, 52.083333333333336, 51.927083333333336, 50.78125, 51.979166666666664, 50.0, 0.0]","[34.44444444444444, 38.333333333333336, 43.7962962962963, 46.574074074074076, 38.88888888888889, 43.7962962962963, 47.68518518518518, 49.44444444444444, 58.14814814814815, 65.0925925925926, 49.53703703703704, 58.24074074074074, 63.61111111111111, 33.425925925925924, 33.51851851851852, 33.7962962962963, 0.0]"
"[51.38121546961326, 50.13812154696133, 50, 50, 52.348066298342545, 52.90055248618785, 52.90055248618785, 50.69060773480663, 50.69060773480663, 50.966850828729285, 52.209944751381215, 51.93370165745856, 51.79558011049724, 51.10497237569061, 51.65745856353591, 50.828729281767956, 51.93370165745856]","[46.92874692874693, 49.14004914004914, 53.07125307125307, 55.52825552825553, 49.385749385749385, 53.07125307125307, 55.77395577395578, 55.03685503685504, 59.21375921375921, 64.37346437346437, 54.54545454545455, 59.21375921375921, 64.12776412776412, 46.19164619164619, 46.19164619164619, 46.19164619164619, 46.19164619164619]","[51.40625, 50.572916666666664, 50.31250000000001, 50.364583333333336, 51.822916666666664, 52.29166666666667, 51.71875, 50.572916666666664, 50.72916666666667, 50.520833333333336, 51.5625, 51.87500000000001, 51.61458333333333, 51.24999999999999, 51.61458333333333, 50.67708333333333, 52.083333333333336]","[48.42592592592593, 50.27777777777778, 53.333333333333336, 54.35185185185185, 50.27777777777778, 53.425925925925924, 53.70370370370371, 55.37037037037037, 59.72222222222222, 63.05555555555556, 55.18518518518518, 60.0, 63.14814814814815, 47.77777777777778, 47.77777777777778, 48.98148148148148, 49.166666666666664]"
"[52.4, 48.4, 48.53333333333333, 49.86666666666667, 0.0, 51.46666666666667, 51.86666666666667, 48.266666666666666, 49.06666666666667, 49.2, 47.06666666666667, 50.4, 50.4, 52.266666666666666, 52.666666666666664, 50.13333333333333, 0.0]","[36.72985781990521, 38.86255924170616, 50.947867298578196, 56.39810426540284, 0.0, 43.838862559241704, 48.81516587677725, 54.73933649289099, 62.322274881516584, 70.37914691943128, 53.55450236966825, 60.426540284360186, 66.58767772511848, 35.78199052132702, 35.07109004739336, 34.834123222748815, 0.0]","[52.135416666666664, 48.28125, 47.864583333333336, 50.05208333333333, 0.0, 51.302083333333336, 52.708333333333336, 49.166666666666664, 50.10416666666667, 49.947916666666664, 51.09375000000001, 51.041666666666664, 50.10416666666667, 51.822916666666664, 52.39583333333333, 50.15625, 0.0]","[35.92592592592593, 39.166666666666664, 47.22222222222222, 53.888888888888886, 0.0, 46.01851851851852, 49.44444444444444, 52.31481481481482, 59.72222222222222, 68.88888888888889, 51.75925925925926, 60.27777777777777, 67.5, 34.35185185185185, 34.81481481481482, 33.88888888888889, 0.0]"
"[49.2, 46.8, 45.86666666666667, 45.06666666666667, 52, 52.266666666666666, 51.06666666666667, 46.4, 46.13333333333333, 46.4, 48.93333333333333, 48.93333333333333, 49.2, 48.53333333333333, 49.733333333333334, 0.0, 50.666666666666664]","[35.308056872037916, 37.44075829383886, 45.97156398104266, 51.8957345971564, 39.33649289099526, 48.34123222748815, 54.02843601895734, 51.18483412322275, 59.71563981042654, 66.82464454976304, 52.843601895734594, 60.66350710900474, 68.48341232227489, 34.360189573459714, 34.360189573459714, 0.0, 33.649289099526065]","[48.75, 46.979166666666664, 45.520833333333336, 45.260416666666664, 51.979166666666664, 51.979166666666664, 51.145833333333336, 46.979166666666664, 46.510416666666664, 46.35416666666667, 49.73958333333333, 49.53125, 48.95833333333333, 48.28125, 49.53125, 0.0, 50.520833333333336]","[35.0, 38.05555555555556, 45.0, 51.01851851851852, 39.166666666666664, 46.666666666666664, 53.98148148148149, 51.66666666666667, 60.92592592592593, 67.87037037037037, 52.22222222222223, 61.57407407407407, 69.53703703703704, 33.611111111111114, 33.7962962962963, 0.0, 33.7962962962963]"
"[38, 36.266666666666666, 36.4, 37.333333333333336, 41.333333333333336, 42.266666666666666, 42.4, 38.13333333333333, 39.733333333333334, 40.8, 41.6, 42.13333333333333, 43.06666666666667, 37.46666666666667, 38.53333333333333, 0.0, 39.46666666666667]","[27.96208530805687, 34.360189573459714, 41.943127962085306, 50.4739336492891, 33.41232227488152, 40.04739336492891, 48.81516587677725, 48.5781990521327, 57.81990521327014, 67.06161137440758, 47.867298578199055, 56.872037914691944, 66.11374407582939, 27.01421800947867, 27.01421800947867, 0.0, 27.725118483412324]","[38.072916666666664, 38.697916666666664, 36.45833333333333, 36.145833333333336, 36.666666666666664, 40.833333333333336, 42.44791666666667, 42.70833333333333, 38.54166666666667, 39.6875, 40.36458333333333, 41.14583333333333, 42.34375, 43.125, 37.604166666666664, 0.0, 37.083333333333336]","[27.870370370370374, 34.074074074074076, 35.0, 41.66666666666667, 48.05555555555556, 33.24074074074074, 40.27777777777778, 46.111111111111114, 48.7037037037037, 57.870370370370374, 66.66666666666666, 47.40740740740741, 56.94444444444444, 65.83333333333333, 27.22222222222222, 0.0, 28.055555555555557]"
"[49.333333333333336, 46.8, 46.53333333333333, 47.06666666666667, 50.53333333333333, 51.86666666666667, 51.733333333333334, 48, 47.86666666666667, 47.733333333333334, 50.53333333333333, 51.6, 51.733333333333334, 48.8, 49.6, 48, 0.0]","[35.54502369668246, 37.91469194312796, 43.36492890995261, 47.6303317535545, 36.72985781990521, 41.70616113744076, 46.44549763033175, 48.34123222748815, 52.132701421800945, 57.81990521327014, 48.34123222748815, 50.4739336492891, 58.29383886255924, 34.360189573459714, 34.360189573459714, 33.88625592417062, 0.0]","[49.010416666666664, 47.291666666666664, 46.510416666666664, 47.13541666666667, 50.9375, 52.083333333333336, 51.66666666666667, 47.96875, 47.39583333333333, 47.447916666666664, 50.72916666666667, 52.03124999999999, 51.979166666666664, 48.4375, 49.53125, 47.760416666666664, 0.0]","[34.166666666666664, 37.31481481481482, 42.129629629629626, 45.55555555555556, 36.94444444444444, 42.129629629629626, 45.74074074074074, 46.574074074074076, 53.05555555555556, 59.44444444444444, 46.48148148148148, 52.5, 59.074074074074076, 33.33333333333333, 33.14814814814815, 33.7037037037037, 0.0]"
"[52.666666666666664, 51.06666666666667, 50.53333333333333, 50.93333333333333, 54.666666666666664, 55.2, 55.2, 51.333333333333336, 51.2, 50.8, 54.4, 53.86666666666667, 53.06666666666667, 52.4, 53.06666666666667, 52, 53.46666666666667]","[42.41706161137441, 45.97156398104266, 51.65876777251185, 53.317535545023695, 45.023696682464454, 49.5260663507109, 53.55450236966825, 54.02843601895734, 60.426540284360186, 63.27014218009479, 54.02843601895734, 60.18957345971564, 66.35071090047393, 41.46919431279621, 41.23222748815166, 41.70616113744076, 41.46919431279621]","[52.604166666666664, 51.51041666666667, 50.364583333333336, 49.895833333333336, 54.63541666666667, 55.260416666666664, 55.052083333333336, 52.03124999999999, 50.989583333333336, 50.572916666666664, 53.75, 53.28125, 52.708333333333336, 52.34375, 52.864583333333336, 52.23958333333333, 53.85416666666667]","[42.5, 45.64814814814815, 49.074074074074076, 50.46296296296296, 45.64814814814815, 49.72222222222222, 54.166666666666664, 53.70370370370371, 59.62962962962963, 65.0925925925926, 53.98148148148149, 59.90740740740741, 66.20370370370371, 41.75925925925926, 41.75925925925926, 42.129629629629626, 42.03703703703704]"
"[50.4, 49.46666666666667, 49.06666666666667, 49.333333333333336, 51.46666666666667, 51.6, 51.46666666666667, 49.6, 49.6, 49.6, 51.2, 51.06666666666667, 50.93333333333333, 0.0, 0.0, 49.86666666666667, 50.93333333333333]","[56.872037914691944, 58.056872037914694, 61.611374407582936, 63.507109004739334, 58.056872037914694, 61.37440758293839, 63.74407582938389, 65.40284360189574, 68.72037914691943, 72.27488151658768, 65.16587677725119, 69.19431279620854, 72.03791469194313, 0.0, 0.0, 56.161137440758296, 56.161137440758296]","[50.208333333333336, 50.15625, 50.10416666666667, 50.15625, 50.208333333333336, 50.31250000000001, 50.260416666666664, 50.10416666666667, 50.15625, 50.260416666666664, 50.31250000000001, 50.15625, 50.208333333333336, 0.0, 0.0, 0.0, 0.0]","[58.88888888888889, 59.25925925925925, 61.57407407407407, 62.77777777777778, 59.25925925925925, 61.29629629629629, 62.22222222222222, 62.77777777777778, 66.11111111111111, 62.87037037037037, 65.74074074074075, 58.7037037037037, 58.79629629629629, 0.0, 0.0, 0.0, 0.0]"
"[49.46666666666667, 48.266666666666666, 47.733333333333334, 47.86666666666667, 51.06666666666667, 52.266666666666666, 49.733333333333334, 49.733333333333334, 50.266666666666666, 50.4, 51.2, 51.46666666666667, 52.266666666666666, 49.06666666666667, 49.733333333333334, 0.0, 50.13333333333333]","[55.92417061611374, 57.58293838862559, 61.13744075829384, 64.69194312796209, 57.10900473933649, 59.00473933649289, 61.611374407582936, 64.69194312796209, 67.77251184834124, 70.37914691943128, 64.69194312796209, 67.29857819905213, 70.14217577633885, 54.502369668246445, 54.73933649289099, 0.0, 54.73933649289099]","[50.15625, 49.0625, 48.17708333333333, 48.125, 50.9375, 52.083333333333336, 52.135416666666664, 49.84375, 50.15625, 50.46874999999999, 51.041666666666664, 51.61458333333333, 52.03124999999999, 50.0, 50.15625, 0.0, 50.208333333333336]","[54.72222222222223, 57.592592592592595, 60.18518518518518, 63.51851851851852, 57.22222222222222, 59.166666666666664, 60.46296296296296, 63.05555555555556, 68.33333333333333, 72.12962962962963, 62.96296296296296, 67.77777777777779, 71.75925925925925, 54.35185185185185, 54.35185185185185, 0.0, 54.35185185185185]"
"[51.46666666666667, 48.93333333333333, 49.2, 49.06666666666667, 54.4, 54.8, 54.666666666666664, 49.86666666666667, 50.8, 51.46666666666667, 53.733333333333334, 53.86666666666667, 53.86666666666667, 51.06666666666667, 52, 50, 52.666666666666664]","[34.834123222748815, 39.573459715639814, 46.208530805687204, 52.132701421800945, 38.388625592417064, 45.7345971563981, 53.317535545023695, 51.65876777251185, 62.322274881516584, 72.03791469194313, 51.65876777251185, 61.611374407582936, 71.80094786729858, 33.88625592417062, 33.88625592417062, 34.12322274881517, 33.41232227488152]","[50.9375, 49.73958333333333, 49.635416666666664, 49.73958333333333, 54.479166666666664, 55.00000000000001, 54.84375, 50.83333333333333, 50.989583333333336, 51.5625, 53.75, 54.322916666666664, 53.95833333333333, 50.416666666666664, 51.45833333333333, 50.31250000000001, 52.5]","[33.611111111111114, 39.53703703703704, 46.75925925925926, 53.61111111111111, 38.24074074074074, 45.74074074074074, 52.68518518518519, 53.51851851851852, 62.68518518518519, 71.48148148148148, 53.148148148148145, 62.68518518518519, 71.29629629629629, 32.870370370370374, 32.592592592592595, 33.05555555555556, 32.5]"
"[43.2, 42, 41.86666666666667, 42, 45.2, 46.266666666666666, 46.4, 42.666666666666664, 44.4, 45.06666666666667, 45.46666666666667, 46.266666666666666, 46.8, 42.666666666666664, 43.86666666666667, 42.266666666666666, 44.266666666666666]","[46.91943127962085, 50.4739336492891, 55.45023696682465, 59.95260663507109, 50.23696682464455, 54.976303317535546, 59.47867298578199, 58.056872037914694, 65.87677725118483, 70.61611374407583, 57.58293838862559, 65.16587677725119, 70.14218009478672, 46.44549763033175, 46.44549763033175, 47.39336492890995, 46.91943127962085]","[43.177083333333336, 42.03125, 41.458333333333336, 42.1875, 45.208333333333336, 46.145833333333336, 46.71875, 43.072916666666664, 44.0625, 44.114583333333336, 45.15625, 45.15625, 46.041666666666664, 46.71875, 42.8125, 43.59375, 42.44791666666667]","[44.907407407407405, 49.81481481481482, 54.44444444444444, 57.77777777777777, 48.98148148148148, 53.425925925925924, 58.425925925925924, 58.51851851851851, 64.62962962962962, 64.72222222222223, 70.27777777777777, 57.96296296296296, 64.25925925925927, 69.16666666666667, 44.25925925925926, 44.166666666666664, 45.18518518518518]"
